Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
326	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	36v-a(40)	cima tanto realgar como es el peso de vn tarin porque assi rompe como el	huego <fuego> [NCMS000]	 toda la carne despues que fuere ya el gauarro del todo salido enel hoyo suyo
327	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	37v-a(33)	el mal ya dicho fuere muy duro enuejecido el postrimero delos remedios es cozer con	huego <fuego> [NCMS000]	 dando le rayos de largo a largo siguiendo el pelo ni mucho claros ni ahun
328	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	38r-a(13)	entro tarranco enel mal dicho por la misma parte sea le dado vn boton de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 despues le quemen con trementina cobriendo le luego de buen algodon Si acaminar es muy
329	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	39r-b(23)	tanto de vno como de otro los azeytes bien hieruan en vna caçuela encima del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y las sales puestas todas en vn trapo sean bañadas enel bullor y assi calientes
330	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	39v-a(4)	sea le puesto enel lugar que alegraron Otros hay que toman rouillo de hueuo al	huego <fuego> [NCMS000]	 tostado y assi le ponen sobre la llaga Ahun echan otros enla dicha llaga cascos
331	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	40r-a(18)	nueua fasta iiii onzas de sal vn puñado y fundiran en vna caçuela encima del	huego <fuego> [NCMS000]	 sayno de puerco y del cabron la riñonada quitando las vinças de cada qual assi
332	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	41v-b(26)	de algunos otros corrosiuos empero no haya realgar alguno ni jele quemassen con hierros de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 porque seria muy peligroso en ser delicado mucho el masto y se caeria del todo
333	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	42r-a(6)	de fundido y bolueran conello saluado y sal molida y den vn bullor encima del	huego <fuego> [NCMS000]	 lo qual assi fecho quanto mas caliente sufrir le pudiere deuen le poner dentro enla
334	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	42v-b(25)	poner buen remedio enlas dolencias o incisiones que son enlas vñas si no es con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 porende se deuen las extremidades o ambas partes de tal hendedura quemar y tanto fasta
335	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	43r-b(19)	pueda perder conlos dientes ni se estregasse en alguna parte que lieua peligro porque el	huego <fuego> [NCMS000]	 en qualquier parte que lo echaren trae comezon y cozentura y assi del todo se
336	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	43r-b(28)	reçial de agua tan honda que pueda cubrir el dicho daño del todo sobre los	huegos <fuego·PUNCT> [NCMP000·PUNCT]	 quando saliere echen le ceniza fecha de salzedo si quiere salç porque le faze todo
337	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	43r-b(32)	dicho embeuer mucho y restreñyr todos los humores y sana la carne que tiene los	huegos <fuego·PUNCT> [NCMP000·PUNCT]	 ¶ Dela dolencia llamada corba. ¶ Corba es vna dolencia muy mala y danle
338	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	44v-a(23)	quier sanguisuelas Si por lo dicho curar no quisieren del todo perfecto den le vnos	huegos <fuego> [NCMP000]	 y hagan la cura segun he dicho ¶ Recepta para curar el golpe qualquier que
339	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	45r-b(10)	ii vezes por ygual medida y cueza tanto que buelua vnguento muy bien espesso el	huego <fuego> [NCMS000]	 donde se cozera sea muy claro y el vaxillo porque no salte fuera por encima
340	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	45v-b(33)	metad de tanto y quarto de onza de buen azeyte y quando fueren quitadas del	huego <fuego> [NCMS000]	 que hayan perdido dela calentura ya algun poco bueluan con esto los poluos dichos y
341	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	46r-b(18)	cortando tres nudos quier delas junturas donde le dexan muy bien vaziar y fazen con	huego <fuego> [NCMS000]	 estancar la sangre la qual vale mucho para que faga buenas caderas hinchiendo las ancas
342	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	47r-a(22)	otras llagas Empero si algo duro quedare si quier hinchazon sean le dados ramos de	huego <fuego> [NCMS000]	 como grayllas o forma de raxa ¶ La razon quando el cauallo se desconçierta por
343	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	47r-b(17)	dicho deshinchar no quiera y faze apostema den le vn cautirio quier cuchillada biua de	huego <fuego> [NCMS000]	 luengo como ella y del traues de medio a medio empero vean el cuero no
344	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	47r-b(41)	apostema para la cabeça sea le metido porende arriba vn buen cautirio quier boton de	huego <fuego> [NCMS000]	 tan gordo o lleno como auellana y si pareciere que ahun otro es necessario bueluan
345	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	47v-a(32)	todo lo dicho encorporado quier buelto en vno y bien derritido conla pegunta encima del	huego <fuego> [NCMS000]	 quanto mas caliente suffrir lo pudiere vnten conello todo lo bañado y luego encima echen
346	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	48r-b(20)	que suffren hundir sean hundidos y lo restante poluorizado sea enello buelto meneando encima del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 del qual vnguento quando fuere frio mañana y tarde vnten la naffra y pueden lo
347	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	55r-b(39)	allega faze doler mucho de aquella parte Porende alegren fasta lo sano y den le	huegos <fuego> [NCMP000]	 enlo cauado y encima donde es la hendedura den vnas lunetas despues la fierren y
348	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	55v-b(30)	Hayan miel clara y buenos cominos delos mejores que hauer se pueden y puestos al	huego <fuego> [NCMS000]	 en vna caçuela quando ya houieren algo bullido trayan les fuera y como vayan el
349	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57r-a(16)	limpia dentro vn caldero fasta que los granos vean rebentar entonce le quiten luego del	huego <fuego> [NCMS000]	 y echen conello saluado abueltas y cubran le mucho fasta que resfrie del qual menjar
350	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57r-a(30)	saluado en vna caldera de iii bullores en agua clara despues le quiten assi del	huego <fuego> [NCMS000]	 y bueluan conello vn poco azeyte miel vn dinero y vna poca de leuadura todo
351	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57r-b(25)	sea dentro que ya los granos vayan abriendo y en aquel tiempo quiten le del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y cubran mucho todo el caldero fasta que se beua el dicho trigo todo el
352	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57v-a(11)	almut si quier vn quartillo tanto cozido fasta que rebiente Despues luego sea quitado del	huego <fuego> [NCMS000]	 y echen abueltas vn poco saluado assi muy cobierto quando la calura fuere perdida solo
353	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57v-a(20)	le muden con otra agua limpia y de la paja solo vn bullor encima del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 quando sea fecho echaran vn tanto de ella misma con otro de saluado y muy
354	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	57v-b(39)	y cueza tanto fasta que los granos suyos rebienten y entonce luego le quiten del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y bien abrigado con alguna ropa dexen le sudar enel caldero que sera cozido Despues
355	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	58r-b(8)	desfecho en vn caldero con agua limpia de vn bullor despues le quiten luego del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y quando haya el mas calor en algo perdido solo que sea vn poco tibio
356	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	58v-b(35)	tales manos no pueden estar sin hauer dolor ¶ Tomen lombrizes y sean encima del	huego <fuego> [NCMS000]	 fritos en tanto que la sustancia sea salida de todas ellas y entonce deuen echar
357	ACM	1499-10-16	1499-10-16	Zaragoza	Jorge Coci, Leonardo Hutz, Lope Appentegger	Madrid: Biblioteca Nacional de España  [INC/2342]	HSMS-0464-0001	1495-05-06 ad quem	1495-05-06 ad quem	Libro de albeitería	Manuel Dies, barón de Andilla	Martín Martínez de Ampiés	59r-b(36)	y sea bullido en vna olla con agua clara despues le quiten de sobre el	huego <fuego> [NCMS000]	 porque se repose y quando haya el calor perdido tanto que la bestia sufrir le
358	C01	1499	1499	Burgos	Fadrique de Basilea	Nueva York: Hispanic Society of America  [Inc. 75]	HSMS-0222-0001	1496 a quo	1499 ad quem	Comedia de Calisto y Melibea	Fernando de Rojas		73v-a(7)	voluntad lo pudiera cosa estoruar o molestas & enojosas puertas ruego a dios que tal	huego <fuego> [NCMS000]	 os abrase como a mi da guerra que conla tercia parte seriades en vn punto
359	CLV	1500-04-24	1500-04-24	Sevilla	Estanislao Polono	Madrid: Biblioteca Nacional de España  [INC/566]	HSMS-0122-0001	1483 a quo	1486-12-24 ad quem	Claros varones de Castilla	Hernando del Pulgar		31r-a(20)	/ que es enel camino de santiago E como este cauallero embio publicar con sus	harautes <faraute> [NCMP000]	 por las cortes delos reyes & señores dela xpistiandad que qualquier gentil onbre que por
360	CLV	1500-04-24	1500-04-24	Sevilla	Estanislao Polono	Madrid: Biblioteca Nacional de España  [INC/566]	HSMS-0122-0007	1485 ad quem	1485 ad quem	Letra para un caballero criado del arzobispo de Toledo 	Hernando del Pulgar		53v-a(28)	consejad que huyga quanto pudiere de ser causa de diuisiones en los reynos como de	huego <fuego> [NCMS000]	 infernal & tome enxemplo enlos fines que han auido los que diuisiones han causado Uimos
361	RD1	1500 ca.	1500 ca.	Valencia	Nicolas Spindeler	Nueva York: Hispanic Society of America  []	HSMS-0220-0001	1462	1465	Tratado de las armas - Tratado de los retos y desafíos	Diego de Valera		18v-a(12)	guardaua que ciertos dias antes dela batalla si deuia ser emplazado los reyes darmas &	harautes <faraute> [NCMP000]	 con trompetas pregonauan que todos los caualleros & gentiles hombres touiessen prestas sus cotas darmas
